2018-11-15T03:40:44.272Z|GET|/api/logs|200|::ffff:127.0.0.1|36.085|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:41:09.485Z|GET|/api/logs|200|::ffff:127.0.0.1|38.278|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:41:18.734Z|GET|/api/logs|200|::ffff:127.0.0.1|36.595|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:43:42.345Z|GET|/api/logs|200|::ffff:127.0.0.1|36.951|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:43:58.184Z|GET|/api/logs|200|::ffff:127.0.0.1|50.156|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:44:08.139Z|GET|/api/logs|200|::ffff:127.0.0.1|36.844|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:45:34.239Z|GET|/api/logs|200|::ffff:127.0.0.1|37.105|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:45:40.186Z|GET|/api/users|304|::ffff:127.0.0.1|79.690|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:45:49.422Z|DELETE|/api/users/73b03ab0-a9eb-4102-a890-99bfefb7d383|200|::ffff:127.0.0.1|46.655|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:46:29.949Z|GET|/api/logs|200|::ffff:127.0.0.1|36.511|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:48:26.058Z|GET|/api/logs|200|::ffff:127.0.0.1|35.831|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:48:55.101Z|GET|/api/logs|200|::ffff:127.0.0.1|37.485|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:49:14.495Z|GET|/api/logs|200|::ffff:127.0.0.1|37.434|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:50:57.429Z|GET|/api/logs|200|::ffff:127.0.0.1|38.100|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:51:24.192Z|GET|/api/logs|200|::ffff:127.0.0.1|44.106|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:51:50.413Z|GET|/api/logs|200|::ffff:127.0.0.1|37.381|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:52:05.400Z|GET|/api/logs|200|::ffff:127.0.0.1|37.857|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:54:05.067Z|GET|/api/logs|200|::ffff:127.0.0.1|38.148|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:54:13.116Z|GET|/api/logs|200|::ffff:127.0.0.1|38.807|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:54:20.301Z|GET|/api/logs|200|::ffff:127.0.0.1|39.976|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T03:54:51.868Z|GET|/api/logs|200|::ffff:127.0.0.1|35.910|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
